company_name,phone,address,rating,review,website,google_maps_link
Platinum Dakdekkers | Dakdekker Antwerpen,"
+31 85 060 2750","
Sint-Lambertusstraat 22, 2600 Antwerpen, Belgique","4,5",16,https://platinum-dakdekkers.nl/,https://www.google.com/maps/place/Platinum+Dakdekkers+%7C+Dakdekker+Antwerpen/data=!4m7!3m6!1s0xa25c630bf733934f:0x404ca020f0f847e7!8m2!3d51.1993192!4d4.4198754!16s%2Fg%2F11wwhj0d1l!19sChIJT5Mz9wtjXKIR50f48CCgTEA?authuser=0&hl=fr&rclk=1
Renewbuild,"
+32 488 10 09 66","
Deurneleitje 10, 2640 Mortsel, Belgique","4,7",26,https://www.renewbuild.be/,https://www.google.com/maps/place/Renewbuild/data=!4m7!3m6!1s0x8958d0591f00dcc9:0xcbf4eb039c4a134a!8m2!3d51.1755196!4d4.4446447!16s%2Fg%2F11lw34swpd!19sChIJydwAH1nQWIkRShNKnAPr9Ms?authuser=0&hl=fr&rclk=1
Eco Gevel,"
+32 496 21 44 70","
Boshovestraat 129, 2100 Antwerpen, Belgique","5,0",7,https://ecogevel.be/,https://www.google.com/maps/place/Eco+Gevel/data=!4m7!3m6!1s0x47c3f95be9ab442b:0x9ecbab333ee91c77!8m2!3d51.2230966!4d4.4699416!16s%2Fg%2F11ylgcscdp!19sChIJK0Sr6Vv5w0cRdxzpPjOry54?authuser=0&hl=fr&rclk=1
Vision Dakwerken Antwerpen,"
+32 471 64 28 70","
Kattestraat 70, 9150 Beveren-Kruibeke-Zwijndrecht, Belgique","5,0",6,https://visiondakwerkenantwerpen.be/,https://www.google.com/maps/place/Vision+Dakwerken+Antwerpen/data=!4m7!3m6!1s0x47c3f3161f1236f7:0x68df05d89500d8a4!8m2!3d51.1721043!4d4.3053751!16s%2Fg%2F11yrty8pq6!19sChIJ9zYSHxbzw0cRpNgAldgF32g?authuser=0&hl=fr&rclk=1
Dakwerken & Gevelwerken – Grava Group - gevelisolatie crepi spuitkurk,"
+32 15 48 54 68","
Sneeuwbeslaan 14, 2610 Antwerpen, Belgique","4,7",44,https://gravagroup.be/,https://www.google.com/maps/place/Dakwerken+%26+Gevelwerken+%E2%80%93+Grava+Group+-+gevelisolatie+crepi+spuitkurk/data=!4m7!3m6!1s0x47c3f180e27e0655:0x6ae7790890e1b7f4!8m2!3d51.1747359!4d4.399408!16s%2Fg%2F11x2jrr01x!19sChIJVQZ-4oDxw0cR9LfhkAh552o?authuser=0&hl=fr&rclk=1
Biwaco,"
+32 486 14 83 34","
Biekorfstraat 114, 2060 Antwerpen, Belgique","5,0",24,http://biwaco.be/,https://www.google.com/maps/place/Biwaco/data=!4m7!3m6!1s0x47c3f73c8489db09:0xbe0c65ff8b10460e!8m2!3d51.2282451!4d4.4275504!16s%2Fg%2F11t9v391xx!19sChIJCduJhDz3w0cRDkYQi_9lDL4?authuser=0&hl=fr&rclk=1
Tectum Roofcomfort,"
+32 2 253 11 53","
Boombekelaan 6, 2660 Antwerpen, Belgique","4,5",12,https://www.tectumgroup.be/,https://www.google.com/maps/place/Tectum+Roofcomfort/data=!4m7!3m6!1s0x47c3f3f48d60fbb1:0x9695de5685ae2946!8m2!3d51.1807167!4d4.3433728!16s%2Fg%2F1tmpv452!19sChIJsftgjfTzw0cRRimuhVbelZY?authuser=0&hl=fr&rclk=1
Future Build,,"
Godshuisstraat 54, 2610 Antwerpen, Belgique",,,https://future-build.be/,https://www.google.com/maps/place/Future+Build/data=!4m7!3m6!1s0x47c3f19382f57c99:0xfecf4d8165250d60!8m2!3d51.1723827!4d4.4035532!16s%2Fg%2F11yrgzpp3l!19sChIJmXz1gpPxw0cRYA0lZYFNz_4?authuser=0&hl=fr&rclk=1
Prestige Habitat roofworks SRL,"
+32 2 318 85 20","
Watertorenlaan 14, 1930 Zaventem, Belgique","5,0",69,https://prestige-habitat-roofworks.be/,https://www.google.com/maps/place/Prestige+Habitat+roofworks+SRL/data=!4m7!3m6!1s0x47c3ddba1a6e10af:0x948ac10b6f64303c!8m2!3d50.886029!4d4.471771!16s%2Fg%2F11xt317hk9!19sChIJrxBuGrrdw0cRPDBkbwvBipQ?authuser=0&hl=fr&rclk=1
VDK Dakwerken,"
+32 497 99 88 12","
Kersbeekstraat 21, 2060 Antwerpen, Belgique","5,0",28,http://vdkdakwerken.be/,https://www.google.com/maps/place/VDK+Dakwerken/data=!4m7!3m6!1s0x47c6b12897505089:0x48b192ac6d2b3a45!8m2!3d51.2211168!4d4.4387712!16s%2Fg%2F1th86bgb!19sChIJiVBQlyixxkcRRTorbaySsUg?authuser=0&hl=fr&rclk=1
Rietconcept,"
+32 491 08 56 82","
Schagendreef 38, 2930 Brasschaat, Belgique","4,9",9,https://antwerproofexpert.be/,https://www.google.com/maps/place/Rietconcept/data=!4m7!3m6!1s0x47c3ffae7cc05a4d:0x2c03459f0370b8fe!8m2!3d51.3106593!4d4.4907996!16s%2Fg%2F11h6r2nng1!19sChIJTVrAfK7_w0cR_rhwA59FAyw?authuser=0&hl=fr&rclk=1
Antwerps Atelier bv,"
+32 484 15 83 83","
Dries 52, 2000 Antwerpen, Belgique","4,0",10,http://www.antwerpsatelier.be/,https://www.google.com/maps/place/Antwerps+Atelier+bv/data=!4m7!3m6!1s0x47c3f6fdd4aeac87:0xe97b2b985dcdfb14!8m2!3d51.2242818!4d4.4030058!16s%2Fg%2F1pxw7rplp!19sChIJh6yu1P32w0cRFPvNXZgre-k?authuser=0&hl=fr&rclk=1
Roof GV BVBA,,"
Van der Delftstraat 9, 2100 Antwerpen, Belgique","5,0",1,http://www.qforte.be/,https://www.google.com/maps/place/Roof+GV+BVBA/data=!4m7!3m6!1s0x47c3f7a06aece9e9:0x80679a2385469d40!8m2!3d51.2222197!4d4.4409827!16s%2Fg%2F11cnc5d101!19sChIJ6ensaqD3w0cRQJ1GhSOaZ4A?authuser=0&hl=fr&rclk=1
Antwerpse Dakwerken Bvba,"
+32 3 366 32 00","
Smallandlaan 29, 2660 Antwerpen, Belgique","4,6",22,https://www.antwerpsedakwerken.be/,https://www.google.com/maps/place/Antwerpse+Dakwerken+Bvba/data=!4m7!3m6!1s0x47c3f743fb640d47:0x766ff6c8ac6c4131!8m2!3d51.1824799!4d4.3405581!16s%2Fg%2F11bzx52nfs!19sChIJRw1k-0P3w0cRMUFsrMj2b3Y?authuser=0&hl=fr&rclk=1
Dakwerken Van der Vorst,"
+32 483 05 97 33","
Verbindingslaan 38, 2150 Antwerpen, Belgique","4,9",48,https://vdvdakwerken.be/,https://www.google.com/maps/place/Dakwerken+Van+der+Vorst/data=!4m7!3m6!1s0x47c3f9c25dfa835b:0x2a885c177aeb6950!8m2!3d51.1998405!4d4.481082!16s%2Fg%2F11h3tjk21r!19sChIJW4P6XcL5w0cRUGnrehdciCo?authuser=0&hl=fr&rclk=1
