company_name,phone,address,rating,review,website,google_maps_link
SunWatt B.V.,"
+31 20 308 6367","
Afmijnstraat 15, 1187 ZZ Amstelveen, Pays-Bas","4,9",58.0,https://www.sun-watt.nl/,https://www.google.com/maps/place/SunWatt+B.V./data=!4m7!3m6!1s0x47c60382c9d8fc47:0x8a833c9c98ff8f5b!8m2!3d52.262223!4d4.799516!16s%2Fg%2F11lp5_nvmm!19sChIJR_zYyYIDxkcRW4__mJw8g4o?authuser=0&hl=fr&rclk=1
The Go To Guy(s),"
+31 6 13190046","
Wolbrantskerkweg 80b, 1069 DA Amsterdam, Pays-Bas","4,6",10.0,http://www.thegotoguys.nl/,https://www.google.com/maps/place/The+Go+To+Guy%28s%29/data=!4m7!3m6!1s0x2ecec3d51ae62201:0xd17200f18de0f141!8m2!3d52.3558693!4d4.7977306!16s%2Fg%2F11ttb9q_qr!19sChIJASLmGtXDzi4RQfHgjfEActE?authuser=0&hl=fr&rclk=1
Zonkracht Nederland BV,"
+31 6 12345678","
Pampuslaan 204, 1382 JS Weesp, Pays-Bas","4,8",87.0,https://www.zonkrachtnederland.nl/,https://www.google.com/maps/place/Zonkracht+Nederland+BV/data=!4m7!3m6!1s0x47c60d5ad6b5cbdf:0x70014672d1ae680a!8m2!3d52.3180439!4d5.0254774!16s%2Fg%2F11s47ngbk4!19sChIJ38u11loNxkcRCmiu0XJGAXA?authuser=0&hl=fr&rclk=1
Solar Fast,"
+31 20 250 4670","
Keurmeesterstraat 10, 1187 ZX Amstelveen, Pays-Bas","4,7",87.0,http://www.solarfast.nl/,https://www.google.com/maps/place/Solar+Fast/data=!4m7!3m6!1s0xa90ede0aa0a5bbcf:0x75d6313c860680f7!8m2!3d52.261978!4d4.802062!16s%2Fg%2F11k4rqsfz7!19sChIJz7uloAreDqkR94AGhjwx1nU?authuser=0&hl=fr&rclk=1
Eneco Duurzaam Wonen (voorheen Suniverse),,"
Joan Muyskenweg 22, 1096 CJ Amsterdam, Pays-Bas","3,5",41.0,,https://www.google.com/maps/place/Eneco+Duurzaam+Wonen+%28voorheen+Suniverse%29/data=!4m7!3m6!1s0x47c609e9b340488d:0xc349956e5d366aaf!8m2!3d52.3327517!4d4.9151766!16s%2Fg%2F1tjhww6s!19sChIJjUhAs-kJxkcRr2o2XW6VScM?authuser=0&hl=fr&rclk=1
Feenstra Amsterdam,"
+31 88 845 5000","
Schepenbergweg 29, 1105 AS Amsterdam, Pays-Bas","3,2",754.0,https://www.feenstra.com/klantenservice/vestiging/amsterdam/,https://www.google.com/maps/place/Feenstra+Amsterdam/data=!4m7!3m6!1s0x47c60b70d5208669:0xb6a18a11a58b9b11!8m2!3d52.2952759!4d4.9451912!16s%2Fg%2F11b7hl7jd0!19sChIJaYYg1XALxkcREZuLpRGKobY?authuser=0&hl=fr&rclk=1
Nu Groen,"
+31 85 087 2345","
Zekeringstraat 43, 1014 BV Amsterdam, Pays-Bas","5,0",2.0,,https://www.google.com/maps/place/Nu+Groen/data=!4m7!3m6!1s0x47c5e3f3e86f4937:0x821dc98869611d66!8m2!3d52.3957771!4d4.8494909!16s%2Fg%2F11s88y3wc_!19sChIJN0lv6PPjxUcRZh1haYjJHYI?authuser=0&hl=fr&rclk=1
Your Solar,"
+31 20 700 8838",,"5,0",12.0,http://www.yoursolar.nl/,https://www.google.com/maps/place/Your+Solar/data=!4m7!3m6!1s0x8791aff0a1938e19:0x799f722985a112b1!8m2!3d52.1909763!4d5.2795551!16s%2Fg%2F11sf34hfp_!19sChIJGY6TofCvkYcRsRKhhSlyn3k?authuser=0&hl=fr&rclk=1
De Zoncorporatie,"
+31 88 311 0333","
Johan van Hasseltweg 27, 1021 KN Amsterdam, Pays-Bas","4,0",95.0,https://www.norm.eu/,https://www.google.com/maps/place/De+Zoncorporatie/data=!4m7!3m6!1s0x47c609b3dcea040f:0xdbb34c60b9c67f08!8m2!3d52.3850335!4d4.9292979!16s%2Fg%2F11gzqmdkwg!19sChIJDwTq3LMJxkcRCH_GuWBMs9s?authuser=0&hl=fr&rclk=1
Powergy Elektrotechniek,"
+31 20 308 6152","
Weissmanstraat 13, 1067 RB Amsterdam, Pays-Bas","5,0",27.0,http://powergy-elektro.nl/,https://www.google.com/maps/place/Powergy+Elektrotechniek/data=!4m7!3m6!1s0x47c5e3d25979946f:0xaf4a1d715cef0ef9!8m2!3d52.3754438!4d4.7962853!16s%2Fg%2F11rcdhhstt!19sChIJb5R5WdLjxUcR-Q7vXHEdSq8?authuser=0&hl=fr&rclk=1
Energie Familie,"
+31 20 840 6745","
Leksmondhof 120, 1108 ES Amsterdam, Pays-Bas","5,0",2.0,,https://www.google.com/maps/place/Energie+Familie/data=!4m7!3m6!1s0x47c60c6f5ca8c06f:0xac53cf1a240b8074!8m2!3d52.3103107!4d4.9828475!16s%2Fg%2F11fn1m61h8!19sChIJb8CoXG8MxkcRdIALJBrPU6w?authuser=0&hl=fr&rclk=1
Zon-X,"
+31 20 308 6588","
Kabelweg 22, 1014 AX Amsterdam, Pays-Bas","5,0",8.0,https://www.zonx.nl/,https://www.google.com/maps/place/Zon-X/data=!4m7!3m6!1s0x47c5e3581edf8315:0x84b928d93a8c6295!8m2!3d52.3896521!4d4.8479791!16s%2Fg%2F11y3ylb_3x!19sChIJFYPfHljjxUcRlWKMOtkouYQ?authuser=0&hl=fr&rclk=1
Electra,"
+31 6 34210938","
Stromarkt 15, 1012 SW Amsterdam, Pays-Bas","4,9",32.0,,https://www.google.com/maps/place/Electra/data=!4m7!3m6!1s0x47c6097b0ebbaba1:0xb59995dafffa755a!8m2!3d52.3785286!4d4.894517!16s%2Fg%2F11x88k8g7m!19sChIJoau7DnsJxkcRWnX6_9qVmbU?authuser=0&hl=fr&rclk=1
Energie In Huis,"
+31 88 244 0800","
Joan Muyskenweg 22, 1096 CJ Amsterdam, Pays-Bas","3,7",55.0,https://www.energieinhuis.nl/,https://www.google.com/maps/place/Energie+In+Huis/data=!4m7!3m6!1s0x47c4292622284849:0xe3768a94649596d!8m2!3d52.3327517!4d4.9151766!16s%2Fg%2F1v_nbpgr!19sChIJSUgoIiYpxEcRbVlJRqloNw4?authuser=0&hl=fr&rclk=1
Factor 50 B.V.,"
+31 20 308 6969","
Aambeeldstraat 32, 1021 KB Amsterdam, Pays-Bas","5,0",4.0,https://factor50.nl/,https://www.google.com/maps/place/Factor+50+B.V./data=!4m7!3m6!1s0x47c60906f4f5a277:0xaa105c49e7986597!8m2!3d52.3835893!4d4.9307813!16s%2Fg%2F11mwzlc_d_!19sChIJd6L19AYJxkcRl2WY50lcEKo?authuser=0&hl=fr&rclk=1
Bricknest,,"
Leo Smitstraat 11, B, 1082 MP Amsterdam, Pays-Bas","5,0",19.0,,https://www.google.com/maps/place/Bricknest/data=!4m7!3m6!1s0x489c673fee15964d:0x76d3e64fbf043589!8m2!3d52.336094!4d4.875178!16s%2Fg%2F11vf40_69t!19sChIJTZYV7j9nnEgRiTUEv0_m03Y?authuser=0&hl=fr&rclk=1
Kondor Wessels Amsterdam BV,,"
Anderlechtlaan 179, 1066 HM Amsterdam, Pays-Bas","4,3",24.0,http://www.kondorwessels-amsterdam.nl/,https://www.google.com/maps/place/Kondor+Wessels+Amsterdam+BV/data=!4m7!3m6!1s0x47c5e254f8aa4c6f:0x660d81cea4c19e5e!8m2!3d52.3431585!4d4.8121473!16s%2Fg%2F11b6dqb9bz!19sChIJb0yq-FTixUcRXp7BpM6BDWY?authuser=0&hl=fr&rclk=1
Breit Projects,,"
Keizersgracht 520, 1017 EJ Amsterdam, Pays-Bas","4,9",60.0,https://www.breitprojects.nl/,https://www.google.com/maps/place/Breit+Projects/data=!4m7!3m6!1s0x47c609d14c9c7d19:0xa219bda9b07598eb!8m2!3d52.3655975!4d4.8865371!16s%2Fg%2F11y423452r!19sChIJGX2cTNEJxkcR65h1sKm9GaI?authuser=0&hl=fr&rclk=1
Urban Constructions,,"
Oderweg 4, 1043 AG Amsterdam, Pays-Bas","4,5",15.0,,https://www.google.com/maps/place/Urban+Constructions/data=!4m7!3m6!1s0x47c5e362b422a425:0x9380e8c03a0398ee!8m2!3d52.3908062!4d4.8204334!16s%2Fg%2F11p15pg0kd!19sChIJJaQitGLjxUcR7pgDOsDogJM?authuser=0&hl=fr&rclk=1
Avenue Construction,,"
Weesperstraat 98-a, Diemen, 1112 AP Amsterdam, Pays-Bas","4,2",28.0,http://www.avenueconstruction.nl/,https://www.google.com/maps/place/Avenue+Construction/data=!4m7!3m6!1s0x47c609027dd9c13b:0x1c2f0b86ab3241a6!8m2!3d52.3342842!4d4.9696944!16s%2Fg%2F11qqphbwz_!19sChIJO8HZfQIJxkcRpkEyq4YLLxw?authuser=0&hl=fr&rclk=1
Aannemingsbedrijf HR Construction,,"
Witbolstraat 15, 1032 LC Amsterdam, Pays-Bas","4,7",34.0,http://www.hr-construction.nl/,https://www.google.com/maps/place/Aannemingsbedrijf+HR+Construction/data=!4m7!3m6!1s0x47c6084ee2969d05:0xc196b9b3f74eefc7!8m2!3d52.3948592!4d4.9081105!16s%2Fg%2F11b6sxcdcl!19sChIJBZ2W4k4IxkcRx-9O97O5lsE?authuser=0&hl=fr&rclk=1
Philip's Construction Company B.V.,,"
Wethouder Ed. Polakstraat 56, 1107 CW Amsterdam, Pays-Bas","5,0",6.0,https://pccbouw.nl/,https://www.google.com/maps/place/Philip%27s+Construction+Company+B.V./data=!4m7!3m6!1s0x3dbda20c39185b5:0xd56429ea5d098cd7!8m2!3d52.293115!4d4.989195!16s%2Fg%2F11ylfglk_x!19sChIJtYWRwyDa2wMR14wJXeopZNU?authuser=0&hl=fr&rclk=1
Rcm bouw,,"
Palmstraat 78, 3, 1015 HT Amsterdam, Pays-Bas","4,9",98.0,http://www.rcmbouw.nl/,https://www.google.com/maps/place/Rcm+bouw/data=!4m7!3m6!1s0x47c609ed4177e8d5:0x4d60d100df7dc930!8m2!3d52.3815423!4d4.8826829!16s%2Fg%2F11k_njd2_p!19sChIJ1eh3Qe0JxkcRMMl93wDRYE0?authuser=0&hl=fr&rclk=1
Pkpbouw,,"
Blasiusstraat, 1091 CW Amsterdam, Pays-Bas","5,0",12.0,https://www.pkpbouw.nl/,https://www.google.com/maps/place/Pkpbouw/data=!4m7!3m6!1s0x654f6f4abb09dc5f:0x17722a2d76b866db!8m2!3d52.356706!4d4.9100007!16s%2Fg%2F11scpvjzxj!19sChIJX9wJu0pvT2UR22a4di0qchc?authuser=0&hl=fr&rclk=1
Hates Bouwbedrijf,,"
Tweede Kostverlorenkade 43D, 1053 TP Amsterdam, Pays-Bas","4,8",41.0,https://www.hatesbouwbedrijf.nl/,https://www.google.com/maps/place/Hates+Bouwbedrijf/data=!4m7!3m6!1s0x4671d31cf193124d:0x668e3724d767f4bc!8m2!3d52.3678506!4d4.8633992!16s%2Fg%2F11pzky8ymt!19sChIJTRKT8RzTcUYRvPRn1yQ3jmY?authuser=0&hl=fr&rclk=1
DPR Construction,,"
Delflandlaan 4, 1062 EB Amsterdam, Pays-Bas","4,4",7.0,https://www.dpr.com/company/locations/amsterdam-netherlands,https://www.google.com/maps/place/DPR+Construction/data=!4m7!3m6!1s0x47c60997eae371cb:0xb09c6f94586234a4!8m2!3d52.3570569!4d4.8396043!16s%2Fg%2F11lgy3p_3l!19sChIJy3Hj6pcJxkcRpDRiWJRvnLA?authuser=0&hl=fr&rclk=1
Nanterre Bouw BV,,"
Overschiestraat 63, 1065 XD Amsterdam, Pays-Bas","3,8",17.0,https://nanterre.nl/,https://www.google.com/maps/place/Nanterre+Bouw+BV/data=!4m7!3m6!1s0x47c8a917704f3d13:0x4c3461a83e8dd2fc!8m2!3d52.3444646!4d4.8398431!16s%2Fg%2F11b7jy1ldm!19sChIJEz1PcBepyEcR_NKNPqhhNEw?authuser=0&hl=fr&rclk=1
AtotZ Construction Renovation,,"
Kees van Dongenpad, 1112 WZ Diemen, Pays-Bas","5,0",64.0,https://atotzcr.nl/,https://www.google.com/maps/place/AtotZ+Construction+Renovation/data=!4m7!3m6!1s0x47c60bbf0e2415c5:0x11c66aa6ec7d5fbc!8m2!3d52.3302564!4d4.9583269!16s%2Fg%2F11pkhr9kxp!19sChIJxRUkDr8LxkcRvF997KZqxhE?authuser=0&hl=fr&rclk=1
Richel Bouw & Onderhoud,,"
Vlietstraat 150, 1075 VE Amsterdam, Pays-Bas","5,0",34.0,http://www.richelonderhoud.com/,https://www.google.com/maps/place/Richel+Bouw+%26+Onderhoud/data=!4m7!3m6!1s0x47c609fdc8538acb:0xd4cfdad0fd4ac777!8m2!3d52.3491801!4d4.8525908!16s%2Fg%2F11k0pw0s80!19sChIJy4pTyP0JxkcRd8dK_dDaz9Q?authuser=0&hl=fr&rclk=1
Switch For Future Today,,"
Keizersgracht 202, 1016 DH Amsterdam, Pays-Bas","5,0",14.0,https://www.sfftoday.com/,https://www.google.com/maps/place/Switch+For+Future+Today/data=!4m7!3m6!1s0x47c609c9d0cfc7d3:0x27a75243e6aa9dc5!8m2!3d52.3737692!4d4.884519!16s%2Fg%2F11j62n82sb!19sChIJ08fP0MkJxkcRxZ2q5kNSpyc?authuser=0&hl=fr&rclk=1
Van Mier Bouw,,"
Tweede van Swindenstraat 13C, 1093 VE Amsterdam, Pays-Bas","5,0",38.0,https://www.vanmierbouw.nl/,https://www.google.com/maps/place/Van+Mier+Bouw/data=!4m7!3m6!1s0x47c60a28fab974e5:0x1856591b987b2877!8m2!3d52.3617363!4d4.9253804!16s%2Fg%2F11fsmvwp0m!19sChIJ5XS5-igKxkcRdyh7mBtZVhg?authuser=0&hl=fr&rclk=1
LucKey Construction B.V.,,"
Pieter Jelles Troelstralaan 22, 1505 WG Zaandam, Pays-Bas","4,8",83.0,https://luckey-construction.com/,https://www.google.com/maps/place/LucKey+Construction+B.V./data=!4m7!3m6!1s0x4b69376d0009bad1:0x2564907323dad522!8m2!3d52.4314815!4d4.8423628!16s%2Fg%2F11s2nstwpy!19sChIJ0boJAG03aUsRItXaI3OQZCU?authuser=0&hl=fr&rclk=1
The Set Company B.V.,,"
Binairstraat 7, 1033 MN Amsterdam, Pays-Bas","4,6",27.0,http://www.thesetcompany.nl/,https://www.google.com/maps/place/The+Set+Company+B.V./data=!4m7!3m6!1s0x47c60818a80688fb:0xc735e3f592890f4a!8m2!3d52.4099358!4d4.8828415!16s%2Fg%2F1tdf0k1m!19sChIJ-4gGqBgIxkcRSg-JkvXjNcc?authuser=0&hl=fr&rclk=1
"PRIVATEHOUSE BOUW - renovatie, afwerking en bouw",,,"5,0",3.0,,"https://www.google.com/maps/place/PRIVATEHOUSE+BOUW+-+renovatie,+afwerking+en+bouw/data=!4m7!3m6!1s0x47c5e32f28b88c19:0xf0e9a2a1265b3d44!8m2!3d52.3696741!4d4.8919678!16s%2Fg%2F11hl_s39wf!19sChIJGYy4KC_jxUcRRD1bJqGi6fA?authuser=0&hl=fr&rclk=1"
Premium gevelrenovatie,,"
Keizersgracht, 1017 EK Amsterdam, Pays-Bas","4,9",18.0,https://premiumgevelrenovatie.nl/,https://www.google.com/maps/place/Premium+gevelrenovatie/data=!4m7!3m6!1s0x47c60957cd22caaf:0xe7ad2726b77f884c!8m2!3d52.3653996!4d4.8868754!16s%2Fg%2F11wn4j5l09!19sChIJr8oizVcJxkcRTIh_tyYnrec?authuser=0&hl=fr&rclk=1
Fixforce amsterdam,,"
Van Reigersbergenstraat 25h, 1052 SM Amsterdam, Pays-Bas","5,0",3.0,https://fixforceamsterdam.nl/,https://www.google.com/maps/place/Fixforce+amsterdam/data=!4m7!3m6!1s0x47c60906868fa3af:0x94a7ca58577dfc7f!8m2!3d52.3743851!4d4.8710818!16s%2Fg%2F11mzcltxxn!19sChIJr6OPhgYJxkcRf_x9V1jKp5Q?authuser=0&hl=fr&rclk=1
Dura Vermeer,,"
Hertogswetering 157, 3543 AS Utrecht, Pays-Bas","4,6",27.0,,https://www.google.com/maps/place/Dura+Vermeer/data=!4m7!3m6!1s0x47c6671df34e7973:0x17060eeacb860c61!8m2!3d52.1031623!4d5.0605753!16s%2Fg%2F1td6fpqf!19sChIJc3lO8x1nxkcRYQyGy-oOBhc?authuser=0&hl=fr&rclk=1
Stamhuis Groep BV,,"
Otto Hahnweg 20, 3542 AX Utrecht, Pays-Bas","4,7",20.0,http://www.stamhuis.nl/,https://www.google.com/maps/place/Stamhuis+Groep+BV/data=!4m7!3m6!1s0x47c66fcedbbdde0f:0x182105355092fddd!8m2!3d52.1174581!4d5.0550108!16s%2Fg%2F1tdgtlzs!19sChIJD969285vxkcR3f2SUDUFIRg?authuser=0&hl=fr&rclk=1
Strukton,,"
Westkanaaldijk 2, 3542 DA Utrecht, Pays-Bas","4,2",167.0,https://strukton.com/,https://www.google.com/maps/place/Strukton/data=!4m7!3m6!1s0x47c66e332ea729b9:0x79e25cee55111942!8m2!3d52.1264319!4d5.0523288!16s%2Fg%2F1td0s2fj!19sChIJuSmnLjNuxkcRQhkRVe5c4nk?authuser=0&hl=fr&rclk=1
Josons Construction Limited,,"
Fermiweg 67, 3542 CB Utrecht, Pays-Bas","5,0",1.0,https://josonsconstructioncoltd.com/,https://www.google.com/maps/place/Josons+Construction+Limited/data=!4m7!3m6!1s0x47c66f004f461a39:0xd5b97736f5c7eca0!8m2!3d52.1188065!4d5.049631!16s%2Fg%2F11x7ctxmtg!19sChIJORpGTwBvxkcRoOzH9TZ3udU?authuser=0&hl=fr&rclk=1
Trustan Bouw Management BV,,"
Sterrebaan 14, 3542 DK Utrecht, Pays-Bas","3,5",16.0,http://www.trustanbouw.nl/,https://www.google.com/maps/place/Trustan+Bouw+Management+BV/data=!4m7!3m6!1s0x47c66f0a46dbc8fb:0x242bc22c736d4799!8m2!3d52.1214387!4d5.0434352!16s%2Fg%2F11rz4rq75c!19sChIJ-8jbRgpvxkcRmUdtcyzCKyQ?authuser=0&hl=fr&rclk=1
Utrecht Kantoor,,"
Techniekweg, 3542 AR Utrecht, Pays-Bas","5,0",1.0,http://jurriens.nl/,https://www.google.com/maps/place/Utrecht+Kantoor/data=!4m7!3m6!1s0x47c66fba99c0983b:0x652d45dc3debbed4!8m2!3d52.1136958!4d5.0724754!16s%2Fg%2F11cp7kjxyh!19sChIJO5jAmbpvxkcR1L7rPdxFLWU?authuser=0&hl=fr&rclk=1
Ballast Nedam,,"
Euclideslaan 201, 3584 BS Utrecht, Pays-Bas","4,4",68.0,http://www.ballast-nedam.nl/,https://www.google.com/maps/place/Ballast+Nedam/data=!4m7!3m6!1s0x47c665c3c2824bb3:0x22ef8059339efe13!8m2!3d52.0904374!4d5.1513991!16s%2Fg%2F1tf27wx9!19sChIJs0uCwsNlxkcRE_6eM1mA7yI?authuser=0&hl=fr&rclk=1
Frank Wouterse | bouwen • renoveren • restaureren,,,"4,8",10.0,http://www.frankwouterse.nl/,https://www.google.com/maps/place/Frank+Wouterse+%7C+bouwen+%E2%80%A2+renoveren+%E2%80%A2+restaureren/data=!4m7!3m6!1s0x47c665f79abd87e7:0xb43abd88b9f72aad!8m2!3d52.0775805!4d5.1187104!16s%2Fg%2F1tmpjqvn!19sChIJ54e9mvdlxkcRrSr3uYi9OrQ?authuser=0&hl=fr&rclk=1
Staalbouw Utrecht,,"
Australiëlaan 34, 3526 AB Utrecht, Pays-Bas","5,0",2.0,http://www.staalbouwutrecht.nl/,https://www.google.com/maps/place/Staalbouw+Utrecht/data=!4m7!3m6!1s0x47c665948b289053:0x99cf998349a3487a!8m2!3d52.0635946!4d5.1016508!16s%2Fg%2F1tdd91f9!19sChIJU5Aoi5RlxkcRekijSYOZz5k?authuser=0&hl=fr&rclk=1
